ocorrencia_classificacao;ocorrencia_uf;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_tipo_veiculo;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano
ACIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE GRAVE;AP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;NENHUM
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;AM;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;***;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
ACIDENTE;SP;1;NÃO;PLANADOR;SEM TRAÇÃO;SEM TRAÇÃO;CRUZEIRO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;POLICIAL;SUBSTANCIAL
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;TO;1;SIM;ULTRALEVE;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;EXPERIMENTAL;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;RO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;TÁXI;TÁXI AÉREO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;REGULAR;LEVE
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM
INCIDENTE GRAVE;MT;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;MA;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;ES;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;CRUZEIRO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;BA;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;TÁXI AÉREO;LEVE
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
INCIDENTE;AL;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;BA;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SC;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;REGULAR;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;ESPECIALIZADA;DESTRUÍDA
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;TÁXI;POLICIAL;LEVE
INCIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;AGRÍCOLA;LEVE
INCIDENTE GRAVE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;TÁXI AÉREO;LEVE
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;RO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;DESTRUÍDA
ACIDENTE;ES;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;DESTRUÍDA
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
INCIDENTE GRAVE;RJ;1;NÃO;AVIÃO;***;SEM TRAÇÃO;POUSO;INSTRUÇÃO;LEVE
ACIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;RN;1;NÃO;***;***;SEM TRAÇÃO;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;LEVE
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ARREMETIDA NO AR;INSTRUÇÃO;LEVE
INCIDENTE GRAVE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;TÁXI AÉREO;LEVE
ACIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;***;***;SEM TRAÇÃO;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESTACIONAMENTO;PRIVADA;LEVE
ACIDENTE;RR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;INDETERMINADA;PRIVADA;DESTRUÍDA
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;MA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;2;NÃO;AVIÃO;JATO;BIMOTOR;TÁXI;REGULAR;LEVE
INCIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
INCIDENTE;TO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;***;SEM TRAÇÃO;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;MG;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;MANOBRA;PRIVADA;DESTRUÍDA
INCIDENTE;SC;1;NÃO;AVIÃO;***;SEM TRAÇÃO;TÁXI;INSTRUÇÃO;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;INSTRUÇÃO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;***;SEM TRAÇÃO;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;REGULAR;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;AM;1;NÃO;***;***;***;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;***
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;MANOBRA;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE GRAVE;MA;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;AGRÍCOLA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;MT;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;CE;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;NENHUM
ACIDENTE;AC;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;DECOLAGEM;POLICIAL;SUBSTANCIAL
ACIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CRUZEIRO;AGRÍCOLA;DESTRUÍDA
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;AGRÍCOLA;LEVE
INCIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;NENHUM
INCIDENTE GRAVE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE GRAVE;CE;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;POLICIAL;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;DECOLAGEM VERTICAL;***;SUBSTANCIAL
ACIDENTE;RS;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;DESCIDA;REGULAR;NENHUM
INCIDENTE;BA;1;NÃO;***;***;***;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;***;INSTRUÇÃO;***
INCIDENTE GRAVE;PR;1;SIM;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;PR;2;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MT;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;***
INCIDENTE;MG;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;RS;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;BA;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
INCIDENTE GRAVE;BA;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;ES;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CRUZEIRO;TÁXI AÉREO;NENHUM
INCIDENTE;GO;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;INDETERMINADA;PRIVADA;LEVE
ACIDENTE;MG;1;NÃO;AVIÃO;***;SEM TRAÇÃO;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE;PA;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;MG;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;PA;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;RS;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;AC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;***
ACIDENTE;GO;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;PR;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
INCIDENTE;DF;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE GRAVE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;***;LEVE
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;LEVE
INCIDENTE;MS;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;PRIVADA;LEVE
ACIDENTE;PR;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;INSTRUÇÃO;NENHUM
INCIDENTE;MG;1;NÃO;***;***;***;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE;PE;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CRUZEIRO;INSTRUÇÃO;NENHUM
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;TÁXI AÉREO;NENHUM
INCIDENTE GRAVE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;LEVE
INCIDENTE;PE;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;CE;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;MANOBRA;ESPECIALIZADA;LEVE
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;PRIVADA;DESTRUÍDA
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;AGRÍCOLA;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;INSTRUÇÃO;LEVE
ACIDENTE;RS;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;RS;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;AGRÍCOLA;DESTRUÍDA
INCIDENTE;TO;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;AM;1;NÃO;AVIÃO;***;SEM TRAÇÃO;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
INCIDENTE;AL;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;***;LEVE
INCIDENTE;RJ;1;NÃO;***;***;SEM TRAÇÃO;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;***;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;***;LEVE
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
ACIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;PE;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;PI;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;ESTACIONAMENTO;***;LEVE
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;***;***;SUBSTANCIAL
INCIDENTE;SC;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;***;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;***;***;NENHUM
ACIDENTE;BA;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;PRIVADA;DESTRUÍDA
INCIDENTE;RS;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;NENHUM
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;***;***;SEM TRAÇÃO;DECOLAGEM;***;NENHUM
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;***;LEVE
INCIDENTE;MT;1;SIM;AVIÃO;TURBOÉLICE;MONOMOTOR;POUSO;AGRÍCOLA;LEVE
INCIDENTE;SC;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;DECOLAGEM;ESPECIALIZADA;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;***;NENHUM
ACIDENTE;GO;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;ESTACIONAMENTO;***;NENHUM
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;***;NENHUM
INCIDENTE GRAVE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;DECOLAGEM;***;NENHUM
INCIDENTE;SC;1;NÃO;***;***;SEM TRAÇÃO;TÁXI;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;***;NENHUM
INCIDENTE;MG;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;***;LEVE
